Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Best/Worst/Avg),"Backtested Max Loss [%], Max Drawdown [%]",Backtested Holding Period(Win Trades) (days) (Max./Min./Avg.),Target Exit Date (Farthest./Earliest./Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2) [$],Moving Average (50-days/200-days),Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"JNK, Long, 2025-09-21 (Price: 98.09)",2025-10-24 (Price: 97.74) (Today),"-0.36%, 24 days","85.71%, Past 10 years, 7","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 97.74), 0.36% below",24 days,No Information,No Information,No Information,No Information,No Information,0.05% above/0.29% below/0.36% below,3.5%/0.61%/2.02%,"1.13%, 7.91%",194 days/39 days/113 days,2026-06-28/2025-11-16/2026-03-03,4.45%,-1.28%,5.73%,0.86,-0.58,99.5123/100.0714/98.69/108.635/No Next Fib Ext/No Next Fib Ext,92.39/88.8814/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,97.1/96.05,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"WPM.TO, Long, 2025-09-21 (Price: 148.53)",2025-10-24 (Price: 137.43) (Today),"-7.47%, 24 days","78.95%, Past 10 years, 19","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 137.43), 7.47% below",24 days,No Information,No Information,No Information,No Information,No Information,7.47% below/7.47% below/7.47% below,19.05%/2.64%/11.09%,"25.2%, 48.8%",219 days/24 days/58 days,2026-08-04/2025-10-25/2025-12-14,7.94%,11.67%,-3.73%,0.41,0.41,157.8577/165.002/187.3/No Horizontal Resistance/146.152/178.0989,82.12/48.855/125.9496/92.3678/No Fib Ret Level/No Fib Ret Level,133.93/111.59,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"BPCL.NS, Long, 2025-09-21 (Price: 329.55)",2025-10-24 (Price: 330.45) (Today),"0.27%, 24 days","85.71%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 330.45), 0.27% above",24 days,No Information,No Information,No Information,No Information,No Information,5.74% above/0.27% above/0.27% above,31.29%/2.35%/13.01%,"32.02%, 39.38%",174 days/19 days/75 days,2026-05-31/2025-10-18/2026-01-07,7.89%,10.89%,-3.0%,0.45,0.39,366.7892/372.4245/385.83/343.7375/372.4081/393.108,308.2/145.35/295.7614/248.4289/No Fib Ret Level/No Fib Ret Level,325.08/299.65,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"EEM, Long, 2025-09-21 (Price: 53.01)",2025-10-24 (Price: 55.1) (Today),"3.94%, 24 days","86.67%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 55.1), 3.94% above",24 days,No Information,No Information,No Information,No Information,No Information,5.43% above/3.94% above/3.94% above,11.23%/1.19%/4.66%,"22.64%, 35.1%",359 days/24 days/85 days,2027-02-22/2025-10-25/2026-01-22,3.0%,1.11%,1.89%,0.21,-0.07,54.2027/55.4803/58.4/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,40.58/36.64/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,50.07/45.71,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"GDX, Long, 2025-09-21 (Price: 72.36)",2025-10-24 (Price: 72.8) (Today),"0.61%, 24 days","93.33%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 72.8), 0.61% above",24 days,No Information,No Information,No Information,No Information,No Information,9.74% above/0.61% above/0.61% above,27.5%/0.94%/11.74%,"1.9%, 52.31%",349 days/4 days/63 days,2027-02-08/2025-09-26/2025-12-21,12.63%,1.45%,11.18%,1.4,0.1,79.0895/80.8551/93.79/No Horizontal Resistance/72.73/90.9746,34.26/25.645/50.0225/36.1563/No Fib Ret Level/No Fib Ret Level,59.37/47.97,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-09-21 (Price: 741.17)",2025-10-24 (Price: 774.14) (Today),"4.45%, 24 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 774.14), 4.45% above",24 days,No Information,No Information,No Information,No Information,No Information,7.58% above/4.45% above/4.45% above,5.29%/2.97%/4.15%,"0%, 12.72%",204 days/19 days/70 days,2026-07-13/2025-10-18/2025-12-31,7.06%,18.18%,-11.12%,4.16,0.81,789.7908/771.9286/880.2/No Horizontal Resistance/702.1644/946.1588,478.6/311.83/626.0547/551.3644/No Fib Ret Level/No Fib Ret Level,696.96/625.59,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"WPM, Long, 2025-09-21 (Price: 107.65)",2025-10-24 (Price: 98.15) (Today),"-8.82%, 24 days","78.57%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 98.15), 8.82% below",24 days,No Information,No Information,No Information,No Information,No Information,8.82% below/8.82% below/8.82% below,28.36%/4.53%/12.11%,"34.14%, 61.17%",194 days/19 days/47 days,2026-06-28/2025-10-18/2025-11-28,8.62%,9.49%,-0.87%,0.28,0.35,115.6053/120.6864/134.97/No Horizontal Resistance/131.4439/145.6176,57.06/38.292/98.515/93.6878/No Fib Ret Level/No Fib Ret Level,97.33/79.86,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"AIA.NZ, Long, 2025-09-21 (Price: 7.85)",2025-10-24 (Price: 8.2) (Today),"4.46%, 24 days","100.0%, Past 10 years, 10","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 8.2), 4.46% above",24 days,No Information,No Information,No Information,No Information,No Information,5.26% above/4.46% above/4.46% above,8.04%/1.62%/4.74%,"0%, 4.67%",84 days/24 days/44 days,2026-01-20/2025-10-25/2025-11-23,8.92%,8.3%,0.62%,1.8,0.3,8.4976/8.2221/8.37/8.8962/11.1706/12.8535,7.47/7.0017/7.3934/6.6643/No Fib Ret Level/No Fib Ret Level,7.64/7.98,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"^NZ50, Long, 2025-09-21 (Price: 13231.6602)",2025-10-24 (Price: 13391.5898) (Today),"1.21%, 24 days","100.0%, Past 10 years, 12","Weekly, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 13391.5898), 1.21% above",24 days,No Information,No Information,No Information,No Information,No Information,1.27% above/1.21% above/1.21% above,5.96%/1.43%/3.75%,"0%, 8.61%",149 days/14 days/52 days,2026-04-24/2025-10-11/2025-12-05,7.1%,9.69%,-2.59%,2.73,0.54,14179.0471/13727.8475/13835.49/13351.2476/14773.8816/17170.3822,12017.84/10608.2731/12904.4271/10062.5272/No Fib Ret Level/No Fib Ret Level,12971.84/12693.97,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"BAC, Long, 2025-09-19 (Price: 52.25)",2025-10-24 (Price: 52.57) (Today),"0.61%, 25 days","76.92%, Past 4 years, 13","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 52.57), 0.61% above",25 days,No Information,No Information,No Information,No Information,No Information,0.61% above/0.61% above/0.61% above,3.57%/0.71%/2.18%,"13.24%, 27.96%",123 days/6 days/38 days,2026-03-16/2025-09-27/2025-11-13,1.4%,8.97%,-7.57%,-0.05,0.33,51.7797/53.3891/54.94/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,49.46/29.49/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,48.47/44.96,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"JPM, Long, 2025-09-19 (Price: 314.78)",2025-10-24 (Price: 300.44) (Today),"-4.56%, 25 days","93.75%, Past 4 years, 16","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 300.44), 4.56% below",25 days,No Information,No Information,No Information,No Information,No Information,4.56% below/4.56% below/4.56% below,10.64%/1.29%/4.2%,"2.79%, 13.14%",51 days/4 days/15 days,2025-12-01/2025-09-24/2025-10-10,16.4%,16.49%,-0.09%,1.21,0.58,324.3808/328.0008/409.54/No Horizontal Resistance/328.9175/381.492,292.91/125.7575/300.9735/287.5071/No Fib Ret Level/No Fib Ret Level,296.21/265.08,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-19 (Price: 38.32)",2025-10-24 (Price: 35.86) (Today),"-6.42%, 25 days","78.26%, Past 4 years, 23","Daily, is CONFIRMED on 2025-09-19",Already confirmed,"2025-10-24 (Price: 35.86), 6.42% below",25 days,No Information,No Information,No Information,No Information,No Information,4.32% below/6.42% below/6.42% below,11.0%/0.78%/4.44%,"22.46%, 31.61%",74 days/4 days/24 days,2026-01-04/2025-09-24/2025-10-23,7.82%,14.41%,-6.59%,0.27,0.51,40.8146/40.0214/40.58/39.1917/40.9296/48.5677,37.45/22.5167/30.9793/26.1935/No Fib Ret Level/No Fib Ret Level,37.07/36.2,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"WIPRO.NS, Long, 2025-09-17 (Price: 254.15)",2025-10-24 (Price: 242.98) (Today),"-4.4%, 27 days","92.31%, Past 4 years, 13","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-24 (Price: 242.98), 4.4% below",27 days,No Information,No Information,No Information,No Information,No Information,4.34% below/4.4% below/4.4% below,12.97%/1.23%/3.87%,"4.22%, 15.72%",43 days/6 days/16 days,2025-11-18/2025-09-25/2025-10-10,13.11%,12.7%,0.41%,0.82,0.47,274.6091/263.9856/260.39/366.6625/412.2037/473.5829,242.52/187.6063/216.7036/198.5041/No Fib Ret Level/No Fib Ret Level,251.86/270.8,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"INDA, Long, 2025-09-17 (Price: 54.02)",2025-10-22 (Price: 55.29),"2.35%, 25 days","75.0%, Past 4 years, 4","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-24 (Price: 54.51), 0.91% above",27 days,No Information,No Information,No Information,No Information,No Information,2.02% above/0.91% above/0.91% above,1.85%/0.87%/1.31%,"5.0%, 16.49%",13 days/4 days/7 days,2025-10-05/2025-09-22/2025-09-27,2.71%,8.73%,-6.02%,-0.1,0.32,53.8579/54.7277/54.19/55.3633/66.8401/79.771,51.98/39.06/49.0901/45.3705/No Fib Ret Level/No Fib Ret Level,53.38/52.68,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"INFY, Long, 2025-09-17 (Price: 17.68)",2025-10-24 (Price: 17.48) (Today),"-1.13%, 27 days","100.0%, Past 4 years, 5","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-24 (Price: 17.48), 1.13% below",27 days,No Information,No Information,No Information,No Information,No Information,2.46% above/1.13% below/1.13% below,5.41%/1.9%/3.35%,"0%, 9.88%",71 days/5 days/22 days,2025-12-28/2025-09-24/2025-10-18,8.9%,6.3%,2.6%,1.97,0.23,18.6612/18.2723/18.41/23.796/31.8515/41.1179,16.38/16.074/13.0115/82.7505/No Fib Ret Level/No Fib Ret Level,17.12/19.14,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-17 (Price: 160.33)",2025-10-24 (Price: 152.49) (Today),"-4.89%, 27 days","75.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-17",Already confirmed,"2025-10-24 (Price: 152.49), 4.89% below",27 days,No Information,No Information,No Information,No Information,No Information,3.52% below/4.89% below/4.89% below,5.36%/0.32%/2.49%,"6.35%, 12.85%",70 days/4 days/18 days,2025-12-27/2025-09-22/2025-10-13,4.95%,4.45%,0.5%,0.2,0.11,160.2178/164.3222/164.46/179.4533/186.6499/209.3631,156.83/121.86/140.2317/117.5404/No Fib Ret Level/No Fib Ret Level,156.22/163.68,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"KWEB, Long, 2025-09-14 (Price: 40.63)",2025-10-24 (Price: 40.57) (Today),"-0.15%, 29 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-24 (Price: 40.57), 0.15% below",29 days,No Information,No Information,No Information,No Information,No Information,5.54% above/0.42% below/0.15% below,21.25%/4.7%/10.48%,"-0.0%, 23.26%",124 days/24 days/60 days,2026-03-12/2025-10-18/2025-12-09,13.01%,3.58%,9.43%,1.54,0.17,43.1287/44.888/43.98/71.73/No Next Fib Ext/No Next Fib Ext,30.21/24.5062/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,36.66/33.71,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"^DJI, Long, 2025-09-14 (Price: 45834.2188)",2025-10-24 (Price: 47207.1211) (Today),"3.0%, 29 days","100.0%, Past 10 years, 14","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-24 (Price: 47207.1211), 3.0% above",29 days,No Information,No Information,No Information,No Information,No Information,3.0% above/3.0% above/3.0% above,6.98%/0.22%/3.64%,"0%, 34.78%",249 days/19 days/106 days,2026-09-09/2025-10-11/2026-02-14,6.14%,9.9%,-3.76%,1.98,0.44,47598.8362/47502.5844/48384.41/No Horizontal Resistance/54129.8938/83218.843,38314.86/32154.0552/36151.8794/25040.9446/No Fib Ret Level/No Fib Ret Level,44806.51/43178.04,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"JD, Long, 2025-09-14 (Price: 33.67)",2025-10-24 (Price: 33.19) (Today),"-1.43%, 29 days","80.0%, Past 10 years, 5","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-24 (Price: 33.19), 1.43% below",29 days,No Information,No Information,No Information,No Information,No Information,6.82% above/3.52% below/1.43% below,16.57%/13.17%/15.22%,"14.29%, 34.19%",79 days/39 days/60 days,2026-01-06/2025-11-09/2025-12-09,7.46%,4.7%,2.76%,0.46,0.26,35.8417/38.7946/38.61/92.73/97.2627/102.2552,30.91/24.07/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,32.05/35.72,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"DIA, Long, 2025-09-14 (Price: 459.32)",2025-10-24 (Price: 472.21) (Today),"2.81%, 29 days","100.0%, Past 10 years, 9","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-24 (Price: 472.21), 2.81% above",29 days,No Information,No Information,No Information,No Information,No Information,3.78% above/2.81% above/2.81% above,6.15%/1.18%/3.37%,"-0.0%, 8.54%",194 days/14 days/87 days,2026-06-21/2025-10-04/2026-01-18,5.84%,9.92%,-4.08%,1.38,0.44,481.8726/474.7991/485.54/No Horizontal Resistance/538.1343/826.9871,383.22/321.6725/359.6128/249.2814/No Fib Ret Level/No Fib Ret Level,448.29/432.0,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"BYD.TO, Long, 2025-09-14 (Price: 236.56)",2025-10-24 (Price: 217.2) (Today),"-8.18%, 29 days","93.33%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-24 (Price: 217.2), 8.18% below",29 days,No Information,No Information,No Information,No Information,No Information,8.18% below/7.71% below/8.18% below,19.54%/0.37%/8.73%,"14.84%, 50.63%",224 days/24 days/85 days,2026-08-04/2025-10-18/2026-01-15,10.46%,27.1%,-16.64%,0.99,0.99,258.773/257.2117/254.06/256.6133/367.2583/388.6839,187.77/198.575/229.0045/147.1212/No Fib Ret Level/No Fib Ret Level,212.91/215.55,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"EWJ, Long, 2025-09-14 (Price: 80.76)",2025-10-24 (Price: 82.5) (Today),"2.15%, 29 days","73.33%, Past 10 years, 15","Weekly, is CONFIRMED on 2025-09-12",Already confirmed,"2025-10-24 (Price: 82.5), 2.15% above",29 days,No Information,No Information,No Information,No Information,No Information,4.19% above/2.15% above/2.15% above,12.51%/1.17%/4.99%,"20.09%, 34.01%",129 days/29 days/55 days,2026-03-19/2025-10-26/2025-12-02,2.9%,4.83%,-1.93%,0.22,0.12,83.4412/84.7899/88.13/No Horizontal Resistance/83.4752/89.1379,71.76/53.915/68.8472/52.3436/No Fib Ret Level/No Fib Ret Level,76.6/71.51,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets)
TRENDPULSE,"MCY.NZ, Long, 2025-09-11 (Price: 6.87)",2025-10-24 (Price: 6.49) (Today),"-5.53%, 31 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-09-11",Already confirmed,"2025-10-24 (Price: 6.49), 5.53% below",31 days,No Information,No Information,No Information,No Information,No Information,5.12% below/5.53% below/5.53% below,6.24%/2.97%/4.51%,"14.39%, 20.6%",120 days/4 days/24 days,2026-03-03/2025-09-16/2025-10-15,10.86%,4.85%,6.01%,0.49,0.18,7.0163/7.1798/7.31/7.11/7.8394/8.9737,6.07/5.13/6.4223/5.8309/No Fib Ret Level/No Fib Ret Level,6.35/6.11,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"ORCL, Long, 2025-09-10 (Price: 328.33)",2025-10-24 (Price: 283.33) (Today),"-13.71%, 32 days","87.5%, Past 4 years, 8","Daily, is CONFIRMED on 2025-09-10",Already confirmed,"2025-10-24 (Price: 283.33), 13.71% below",32 days,No Information,No Information,No Information,No Information,No Information,17.32% above/13.71% below/13.71% below,13.62%/1.15%/5.65%,"5.58%, 11.99%",69 days/6 days/20 days,2025-12-18/2025-09-18/2025-10-08,11.71%,33.63%,-21.92%,0.73,1.06,368.8131/346.8806/379.2/No Horizontal Resistance/265.6307/376.1425,223.0/82.7925/233.7381/167.1709/No Fib Ret Level/No Fib Ret Level,241.86/184.4,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-09 (Price: 38.3)",2025-10-24 (Price: 35.86) (Today),"-6.37%, 33 days","78.26%, Past 4 years, 23","Daily, is CONFIRMED on 2025-09-09",Already confirmed,"2025-10-24 (Price: 35.86), 6.37% below",33 days,No Information,No Information,No Information,No Information,No Information,5.36% below/6.37% below/6.37% below,11.0%/0.78%/4.44%,"22.46%, 31.61%",74 days/4 days/24 days,2025-12-25/2025-09-14/2025-10-13,7.82%,14.41%,-6.59%,0.27,0.51,40.7933/40.0005/40.16/39.1917/40.9296/48.5677,36.6/22.5167/30.9793/26.1935/No Fib Ret Level/No Fib Ret Level,36.85/36.21,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"IHI, Long, 2025-09-08 (Price: 62.53)",2025-10-24 (Price: 61.87) (Today),"-1.06%, 34 days","71.43%, Past 4 years, 7","Daily, is CONFIRMED on 2025-09-08",Already confirmed,"2025-10-24 (Price: 61.87), 1.06% below",34 days,No Information,No Information,No Information,No Information,No Information,0.13% below/1.06% below/1.06% below,2.47%/0.37%/1.68%,"12.79%, 22.97%",69 days/4 days/21 days,2025-12-16/2025-09-13/2025-10-08,2.48%,6.61%,-4.13%,-0.16,0.22,62.7363/63.5805/70.85/66.34/68.9264/76.3906,61.28/46.725/56.0899/46.1919/No Fib Ret Level/No Fib Ret Level,61.43/60.97,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"FPH.NZ, Long, 2025-09-05 (Price: 37.89)",2025-10-24 (Price: 35.86) (Today),"-5.36%, 35 days","78.26%, Past 4 years, 23","Daily, is CONFIRMED on 2025-09-05",Already confirmed,"2025-10-24 (Price: 35.86), 5.36% below",35 days,No Information,No Information,No Information,No Information,No Information,5.36% below/5.36% below/5.36% below,11.0%/0.78%/4.44%,"22.46%, 31.61%",74 days/4 days/24 days,2025-12-21/2025-09-10/2025-10-09,7.82%,14.41%,-6.59%,0.27,0.51,40.3566/39.5723/38.98/39.1917/40.9296/48.5677,36.6/22.5167/30.9793/26.1935/No Fib Ret Level/No Fib Ret Level,36.79/36.2,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"MEL.NZ, Long, 2025-09-03 (Price: 5.9)",2025-10-24 (Price: 5.9) (Today),"0.0%, 37 days","85.0%, Past 4 years, 20","Daily, is CONFIRMED on 2025-09-03",Already confirmed,"2025-10-24 (Price: 5.9), 0.0% below",37 days,No Information,No Information,No Information,No Information,No Information,1.03% above/0.0% below/0.0% below,7.98%/0.46%/4.31%,"4.97%, 14.45%",178 days/5 days/42 days,2026-05-18/2025-09-10/2025-11-02,11.94%,1.86%,10.08%,0.74,0.08,6.0965/6.1543/5.98/6.825/7.4565/8.4564,5.42/4.3875/4.8318/4.5145/No Fib Ret Level/No Fib Ret Level,5.73/5.77,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"SBUX, Long, 2025-09-02 (Price: 89.78)",2025-10-24 (Price: 86.09) (Today),"-4.11%, 38 days","80.0%, Past 4 years, 10","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-10-24 (Price: 86.09), 4.11% below",38 days,No Information,No Information,No Information,No Information,No Information,4.11% below/4.11% below/4.11% below,8.06%/2.06%/4.1%,"7.77%, 25.49%",67 days/5 days/30 days,2025-12-08/2025-09-09/2025-10-15,7.77%,-1.52%,9.29%,0.48,-0.01,91.6205/93.461/94.81/117.438/142.4098/150.3462,85.81/71.675/89.1063/76.529/No Fib Ret Level/No Fib Ret Level,91.87/94.55,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-09-02 (Price: 90.52)",2025-10-24 (Price: 88.07) (Today),"-2.71%, 38 days","75.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-10-24 (Price: 88.07), 2.71% below",38 days,No Information,No Information,No Information,No Information,No Information,2.04% below/2.71% below/2.71% below,7.08%/0.4%/4.08%,"17.64%, 40.87%",27 days/4 days/11 days,2025-10-11/2025-09-07/2025-09-17,5.04%,6.12%,-1.08%,0.11,0.24,94.0141/94.2132/94.21/98.445/106.8857/117.7423,84.25/45.695/89.0231/74.1414/No Fib Ret Level/No Fib Ret Level,86.64/87.42,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"PG, Long, 2025-09-02 (Price: 157.99)",2025-10-24 (Price: 152.49) (Today),"-3.48%, 38 days","75.0%, Past 4 years, 12","Daily, is CONFIRMED on 2025-09-02",Already confirmed,"2025-10-24 (Price: 152.49), 3.48% below",38 days,No Information,No Information,No Information,No Information,No Information,2.9% below/3.48% below/3.48% below,5.36%/0.32%/2.49%,"6.35%, 12.85%",70 days/4 days/18 days,2025-12-12/2025-09-07/2025-09-28,4.95%,4.45%,0.5%,0.2,0.11,157.8794/161.924/168.55/179.4533/186.6499/209.3631,155.65/121.86/140.2317/117.5404/No Fib Ret Level/No Fib Ret Level,156.51/164.39,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets)
TRENDPULSE,"AMZN, Long, 2025-08-31 (Price: 229.0)",2025-10-24 (Price: 224.21) (Today),"-2.09%, 39 days","100.0%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-24 (Price: 224.21), 2.09% below",39 days,No Information,No Information,No Information,No Information,No Information,2.2% above/2.09% below/2.09% below,51.52%/0.95%/30.06%,"0%, 23.74%",433 days/11 days/226 days,2027-05-20/2025-09-15/2026-07-24,12.8%,20.63%,-7.83%,1.54,0.65,275.3954/297.8374/262.87/No Horizontal Resistance/317.6152/339.3352,184.42/86.995/213.1321/193.0625/No Fib Ret Level/No Fib Ret Level,223.99/212.82,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"SFTBY, Long, 2025-08-31 (Price: 53.72)",2025-10-24 (Price: 78.76) (Today),"46.61%, 39 days","75.0%, Past 20 years, 4","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-24 (Price: 78.76), 46.61% above",39 days,No Information,No Information,No Information,No Information,No Information,116.2% above/50.82% above/46.61% above,36.66%/13.53%/21.4%,"49.17%, 64.04%",434 days/11 days/235 days,2027-05-21/2025-09-15/2026-08-06,0.6%,12.79%,-12.19%,0.1,0.43,49.4117/65.2161/66.63/No Horizontal Resistance/57.2421/65.4324,25.22/16.82/39.5736/28.6536/No Fib Ret Level/No Fib Ret Level,41.76/31.37,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2025-10-24 (Price: 617.1) (Today),"8.19%, 39 days","100.0%, Past 20 years, 9","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2025-10-24 (Price: 617.1), 8.19% above",39 days,No Information,No Information,No Information,No Information,No Information,8.19% above/8.19% above/8.19% above,26.83%/2.45%/11.5%,"0%, 13.09%",369 days/11 days/167 days,2027-02-16/2025-09-15/2026-04-29,8.54%,7.66%,0.88%,1.61,0.27,659.3824/635.996/735.71/No Horizontal Resistance/610.7303/836.2536,468.92/256.995/563.3658/526.8888/No Fib Ret Level/No Fib Ret Level,561.66/518.49,72.34%/94/220 days (Across ALL Assets),78.1%/105/179 days (Across ALL Assets)
