Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2025-11-16 (Price: 157739.0)",2026-01-25 (Price: 178859.0),"13.39%, 2.3 months","100.0%, Past 10 years, 27","Weekly, is CONFIRMED on 2025-11-14",Already confirmed,"2026-01-27 (Price: 183033.5938), 16.04% above",2.4 months,154061.0,No Information,No Information,No Information,No Information,No Information,18.8% above/16.04% above/16.04% above,10.65%/0.93%/5.61%,"-0.0%, 43.39%",1.1 year/28 days/3.4 months,2027-06-12/2025-12-26/2026-04-12,7.52%,4.03%,3.49%,2.1,0.18,165058.0896/166588.1579/177361.4/No Horizontal Resistance/173653.968/192289.6/No EMA 200 Target,132437.0/96132.0/121313.6/110617.73/No F-Track Level/No F-Track Level/136771.08,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
FRACTAL TRACK,"MAR, Long, 2025-11-16 (Price: 285.72)",2026-01-27 (Price: 314.17) (Today),"9.96%, 2.4 months","100.0%, Past 20 years, 22","Weekly, was CONFIRMED on 2025-11-16",Already confirmed,"2026-01-27 (Price: 314.17), 9.96% above",2.4 months,292.12,No Information,No Information,No Information,"50% (Price: 256.035), 22.71% above, Upmove Bounce Back","2024-08-11 (Price: 204.55), 2025-02-09 (Price: 307.52)",No Information,23.39%/8.05%/16.44%,"-0.0%, 61.32%",3 years/21 days/8 months,2030-02-27/2025-12-16/2026-10-29,13.69%,8.26%,5.43%,2.62,0.41,300.3774/332.6924/347.5/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,260.2/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/274.42,94.55%/55/0 days (Across ALL Assets),74.31%/144/0 days (Across ALL Assets)
FRACTAL TRACK,"ASML, Long, 2025-10-31 (Price: 1059.23)",2026-01-27 (Price: 1458.765) (Today),"37.72%, 2.9 months","92.31%, Past 30 years, 13","Monthly, was CONFIRMED on 2025-10-31",Already confirmed,"2026-01-27 (Price: 1458.765), 37.72% above",2.9 months,965.61,No Information,No Information,No Information,"38.2% (Price: 692.3064), 110.71% above, Upmove Bounce Back","2008-11-30 (Price: 16.4156), 2024-07-31 (Price: 1110.09)",No Information,30.95%/20.8%/23.81%,"6.56%, 49.5%",2.6 years/1 month/8.9 months,2029-07-17/2025-12-13/2026-11-21,12.71%,13.9%,-1.19%,1.74,0.62,1226.5883/1311.4327/1715.43/No Horizontal Resistance/1091.1724/1155.2236/No EMA 200 Target,662.63/561.385/1034.6774/832.8601/No F-Track Level/No F-Track Level/896.4,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
TRENDPULSE,"XLE, Long, 2025-10-26 (Price: 44.035)",2026-01-25 (Price: 49.19),"11.71%, 3 months","72.22%, Past 10 years, 18","Weekly, is CONFIRMED on 2025-10-24",Already confirmed,"2026-01-27 (Price: 49.345), 12.06% above",3.1 months,43.065,No Information,No Information,No Information,No Information,No Information,14.78% above/12.06% above/12.06% above,16.62%/0.85%/7.33%,"27.58%, 58.07%",7.9 months/28 days/2.5 months,2026-10-04/2025-12-05/2026-02-11,4.71%,1.43%,3.28%,-0.1,0.05,47.4081/47.2628/46.79/49.2225/53.4428/58.8712/No EMA 200 Target,42.61/22.8475/37.0707/26.9521/No F-Track Level/No F-Track Level/43.51,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2025-10-05 (Price: 292.19)",2026-01-25 (Price: 334.87),"14.61%, 3.7 months","100.0%, Past 10 years, 21","Weekly, is CONFIRMED on 2025-10-03",Already confirmed,"2026-01-27 (Price: 338.8), 15.95% above",3.8 months,276.49,No Information,No Information,No Information,No Information,No Information,27.91% above/15.95% above/15.95% above,24.83%/4.38%/11.82%,"-0.0%, 31.75%",8.9 months/28 days/3.4 months,2026-10-26/2025-11-14/2026-03-01,13.85%,15.73%,-1.88%,1.66,0.83,333.0089/326.7269/355.09/No Horizontal Resistance/334.306/349.9895/No EMA 200 Target,146.8/83.575/274.027/233.1074/No F-Track Level/No F-Track Level/209.36,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"XIU.TO, Long, 2025-08-31 (Price: 42.76)",2026-01-27 (Price: 48.24) (Today),"12.82%, 5 months","76.92%, Past 20 years, 13","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-27 (Price: 48.24), 12.82% above",5 months,40.71,No Information,No Information,No Information,No Information,No Information,12.82% above/12.82% above/12.82% above,12.69%/8.05%/10.4%,"6.95%, 19.49%",1.2 year/4 months/8.4 months,2027-05-18/2026-02-20/2026-08-31,6.01%,3.56%,2.45%,0.45,0.12,47.0446/47.207/53.49/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,28.76/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/38.98,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-08-31 (Price: 570.4)",2026-01-27 (Price: 631.37) (Today),"10.69%, 5 months","100.0%, Past 20 years, 14","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-27 (Price: 631.37), 10.69% above",5 months,558.83,No Information,No Information,No Information,No Information,No Information,10.69% above/10.69% above/10.69% above,16.45%/5.89%/12.27%,"-0.0%, 33.07%",10.2 months/5 months/7.4 months,2026-11-17/2026-04-05/2026-07-18,8.4%,6.82%,1.58%,1.2,0.37,649.1722/640.3881/735.71/No Horizontal Resistance/610.7303/836.2536/No EMA 200 Target,468.92/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/518.49,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"VGT, Long, 2025-08-31 (Price: 697.02)",2026-01-27 (Price: 770.6931) (Today),"10.57%, 5 months","100.0%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-01-27 (Price: 770.6931), 10.57% above",5 months,683.16,No Information,No Information,No Information,No Information,No Information,10.57% above/10.57% above/10.57% above,27.2%/4.39%/15.02%,"-0.0%, 51.21%",1.4 year/4.1 months/8 months,2027-08-29/2026-02-23/2026-08-13,6.44%,9.1%,-2.66%,1.52,0.57,820.1137/801.7124/918.34/No Horizontal Resistance/702.1644/946.1588/No EMA 200 Target,542.38/311.83/626.0547/551.3644/No F-Track Level/No F-Track Level/618.84,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
FRACTAL TRACK,"MSFT, Long, 2025-06-30 (Price: 497.41)",2026-01-27 (Price: 477.81) (Today),"-3.94%, 7 months","92.31%, Past 39 years, 13","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-27 (Price: 477.81), 3.94% below",7 months,457.14,No Information,No Information,No Information,"50% (Price: 340.89), 40.17% above, Upmove Bounce Back","2022-11-30 (Price: 213.43), 2024-07-31 (Price: 468.35)",No Information,27.88%/6.63%/22.32%,"7.72%, 56.13%",14.2 years/3 months/1.8 year,2045-10-07/2025-11-07/2028-01-24,7.9%,16.21%,-8.31%,1.65,0.79,669.6133/608.4319/650.36/No Horizontal Resistance/517.4523/553.3726/No EMA 200 Target,375.39/216.39/386.873/350.287/No F-Track Level/No F-Track Level/484.99,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"IWM, Long, 2025-06-30 (Price: 215.79)",2026-01-27 (Price: 263.425) (Today),"22.07%, 7 months","88.89%, Past 25 years, 9","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-27 (Price: 263.425), 22.07% above",7 months,205.32,No Information,No Information,No Information,"88.6% (Price: 171.1673), 53.9% above, Upmove Bounce Back","2023-10-31 (Price: 161.67), 2024-11-30 (Price: 244.98)",No Information,25.23%/12.67%/20.64%,"34.06%, 36.6%",1.9 year/5 months/1.1 year,2028-03-16/2026-02-02/2027-01-24,7.1%,4.62%,2.48%,0.69,0.22,238.8148/260.3291/265.78/244.72/267.7701/348.4025/230.1,194.86/162.3167/209.2101/157.2742/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"PPH, Long, 2025-06-30 (Price: 87.96)",2026-01-27 (Price: 107.9194) (Today),"22.69%, 7 months","90.0%, Past 26 years, 10","Monthly, was CONFIRMED on 2025-06-30",Already confirmed,"2026-01-27 (Price: 107.9194), 22.69% above",7 months,87.83,No Information,No Information,No Information,"38.2% (Price: 78.775), 37.0% above, Upmove Bounce Back","2015-08-31 (Price: 45.23), 2024-09-30 (Price: 99.51)",No Information,23.88%/20.36%/21.19%,"1.09%, 37.34%",6.1 years/10.1 months/3.2 years,2034-03-15/2026-09-11/2030-01-23,4.29%,2.59%,1.7%,1.41,0.03,101.4091/106.5987/120.53/No Horizontal Resistance/100.0174/110.4008/92.02,86.28/65.915/87.7591/70.617/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
TRENDPULSE,"TSLA, Long, 2025-05-31 (Price: 346.46)",2026-01-27 (Price: 435.59) (Today),"25.73%, 8 months","83.33%, Past 20 years, 6","Monthly, is CONFIRMED on 2025-05-31",Already confirmed,"2026-01-27 (Price: 435.59), 25.73% above",8 months,280.01,No Information,No Information,No Information,No Information,No Information,54.38% above/25.73% above/25.73% above,7.79%/7.79%/7.79%,"2.38%, 35.95%",1.9 year/1.9 year/1.9 year,2028-02-15 (Max),26.29%,28.82%,-2.53%,0.27,1.04,864.2098/373.4492/367.54/408.5817/413.6779/490.132/No EMA 200 Target,175.79/167.4534/330.0827/262.8246/No F-Track Level/No F-Track Level/302.39,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
FRACTAL TRACK,"XLU, Long, 2025-03-31 (Price: 39.425)",2026-01-27 (Price: 43.184) (Today),"9.53%, 10.1 months","92.31%, Past 27 years, 13","Monthly, was CONFIRMED on 2025-03-31",Already confirmed,"2026-01-27 (Price: 43.184), 9.53% above",10.1 months,39.57,No Information,No Information,No Information,"23.66% (Price: 36.9765), 16.79% above, Upmove Bounce Back","2020-03-31 (Price: 21.72), 2024-11-30 (Price: 41.705)",No Information,21.37%/2.75%/14.53%,"4.79%, 46.41%",5.9 years/11.1 months/1.7 year,2033-09-01/2026-07-26/2027-09-03,5.35%,2.87%,2.48%,1.11,0.06,40.9429/45.1535/51.42/41.0733/49.4858/72.2363/42.36,29.46/29.76/35.4254/26.7354/No F-Track Level/No F-Track Level/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
TRENDPULSE,"MSE.PA, Long, 2025-02-28 (Price: 59.36)",2026-01-27 (Price: 66.83) (Today),"12.58%, 11.1 months","100.0%, Past 20 years, 8","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-01-27 (Price: 66.83), 12.58% above",11.1 months,56.21,No Information,No Information,No Information,No Information,No Information,12.58% above/12.58% above/12.58% above,11.99%/4.9%/8.12%,"-0.0%, 28.4%",1.7 year/5 months/11.9 months,2027-08-03/2025-10-03/2026-07-30,5.39%,1.99%,3.4%,0.77,-0.0,60.7728/64.18/75.54/No Horizontal Resistance/58.4776/81.1364/No EMA 200 Target,52.08/33.57/44.4738/35.8188/No F-Track Level/No F-Track Level/53.71,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"AAPL, Long, 2024-09-30 (Price: 233.0)",2026-01-27 (Price: 260.17) (Today),"11.66%, 1.3 year","100.0%, Past 20 years, 20","Monthly, is CONFIRMED on 2024-09-30",Already confirmed,"2026-01-27 (Price: 260.17), 11.66% above",1.3 year,228.55,No Information,No Information,No Information,No Information,No Information,11.66% above/11.66% above/11.66% above,49.66%/12.62%/21.67%,"-0.0%, 40.56%",2.5 years/5.1 months/10.5 months,2028-04-25/2025-05-09/2025-12-30,17.77%,21.49%,-3.72%,2.41,1.03,338.9451/283.4911/275.29/No Horizontal Resistance/294.7231/309.0801/No EMA 200 Target,170.33/136.9225/189.8723/119.0319/No F-Track Level/No F-Track Level/197.37,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"ASML, Long, 2024-01-31 (Price: 869.82)",2026-01-27 (Price: 1458.765) (Today),"67.71%, 2 years","93.33%, Past 20 years, 15","Monthly, is CONFIRMED on 2024-01-31",Already confirmed,"2026-01-27 (Price: 1458.765), 67.71% above",2 years,730.0,No Information,No Information,No Information,No Information,No Information,67.71% above/67.71% above/67.71% above,42.83%/5.07%/18.51%,"28.83%, 59.07%",1.4 year/5.1 months/1 year,2026-01-28/2024-09-08/2025-07-05,8.92%,10.16%,-1.24%,0.75,0.49,1035.4337/1030.8237/1286.69/888.525/1034.6774/1091.1724/No EMA 200 Target,588.66/188.78/832.8601/749.8177/No F-Track Level/No F-Track Level/678.52,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
BAND MATRIX,"JPY=X, Long, 2023-12-31 (Price: 141.43)",2026-01-27 (Price: 153.284) (Today),"8.38%, 2.1 years","75.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2023-12-31",No Cancellation Possible,"2026-01-27 (Price: 153.284), 8.38% above",2.1 years,142.342,No Information,No Information,No Information,No Information,No Information,No Information,4.36%/0.69%/2.53%,"3.04%, 15.82%",4.3 years/8.9 months/2.5 years,2030-02-19/2025-01-20/2027-07-26,2.69%,2.94%,-0.25%,0.15,0.02,139.3368/145.0082/142.17/151.92/156.7717/175.8568/149.65,138.07/103.3558/138.2059/No support/No F-Track Level/No F-Track Level/No EMA 200 Support,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets)
BAND MATRIX,"TCS.NS, Long, 2022-05-22 (Price: 3293.0)",2026-01-25 (Price: 3162.5),"-3.96%, 3.7 years","100.0%, Past 15 years, 5","Weekly, was CONFIRMED on 2022-05-22",No Cancellation Possible,"2026-01-27 (Price: 3158.0), 4.1% below",3.7 years,3415.0,No Information,No Information,No Information,No Information,No Information,No Information,60.23%/7.63%/25.48%,"-0.0%, 23.27%",2.1 years/5.1 months/1 year,2025-05-21/2022-12-29/2023-10-25,11.64%,8.39%,3.25%,0.89,0.46,3734.262/4132.0564/3933.16/4016.45/4192.8996/5692.579/No EMA 200 Target,3167.45/1228.9625/3006.8346/2637.2425/No F-Track Level/No F-Track Level/3216.36,100.0%/5/0 days (Across ALL Assets),80.68%/88/0 days (Across ALL Assets)
FRACTAL TRACK,"BRK-B, Long, 2026-01-27 (Price: 477.1701)",No Exit Yet,"0.0%, 0 days","80.0%, Past 29 years, 15","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 473.15 prior to 2026-01-30,"2026-01-27 (Price: 477.1701), 0.0% below",0 days,500.96,No Information,No Information,No Information,"23.66% (Price: 475.2967), 0.39% above, Upmove Bounce Back","2022-10-31 (Price: 259.85), 2025-05-31 (Price: 542.07)",No Information,27.51%/12.01%/21.3%,"16.03%, 41.66%",4.6 years/7.1 months/1.5 year,2032-08-20/2026-12-01/2028-03-19,8.18%,7.84%,0.34%,0.89,0.47,601.7592/578.8073/646.5/512.255/537.7909/627.804/495.43,267.02/268.082/475.0642/401.0818/475.2967/434.262/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"DIS, Long, 2026-01-27 (Price: 110.285)",No Exit Yet,"0.0%, 0 days","80.0%, Past 64 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 101.89 prior to 2026-01-30,"2026-01-27 (Price: 110.285), 0.0% below",0 days,113.44,No Information,No Information,No Information,"50% (Price: 102.395), 7.71% above, Upmove Bounce Back","2025-04-30 (Price: 80.1), 2025-06-30 (Price: 124.69)",No Information,30.57%/6.96%/23.02%,"18.11%, 60.42%",4.2 years/1 month/11.1 months,2032-01-26/2026-03-11/2027-05-24,7.35%,7.97%,-0.62%,0.97,0.4,126.4307/135.6726/137.04/168.455/207.5364/245.6322/111.6,90.95/79.415/94.0946/88.5027/107.1333/101.71/No EMA 200 Support,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"GBPUSD=X, Long, 2026-01-27 (Price: 1.3768)",No Exit Yet,"0.0%, 0 days","83.33%, Past 56 years, 6","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 1.3012 prior to 2026-01-30,"2026-01-27 (Price: 1.3768), 0.0% below",0 days,1.3475,No Information,No Information,No Information,"23.66% (Price: 1.271), 8.32% above, Upmove Bounce Back","2022-09-30 (Price: 1.0379), 2024-09-30 (Price: 1.3433)",No Information,3.79%/3.79%/3.79%,"0.37%, 7.17%",2.9 years/2.9 years/2.9 years,2030-03-19 (Max),4.04%,-0.96%,5.0%,0.36,-0.64,1.3841/1.429/1.56/No Horizontal Resistance/2.4831/2.6524/No EMA 200 Target,1.24/1.1912/No F-Stack Support/No F-Stack Support/1.3748/No support/1.34,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"CSCO, Long, 2026-01-27 (Price: 78.225)",No Exit Yet,"0.0%, 0 days","95.0%, Past 20 years, 20","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 72.8 prior to 2026-01-30,"2026-01-27 (Price: 78.225), 0.0% below",0 days,76.47,No Information,No Information,No Information,"23.66% (Price: 72.2267), 8.3% above, Upmove Bounce Back","2024-08-18 (Price: 44.5), 2025-12-14 (Price: 80.82)",No Information,19.85%/6.3%/15.66%,"9.76%, 43.08%",3.3 years/2.8 months/1.2 year,2030-10-13/2026-05-28/2027-10-14,9.57%,5.27%,4.3%,2.26,0.26,81.1663/90.475/100.02/No Horizontal Resistance/81.4336/89.7071/No EMA 200 Target,73.88/40.92/73.1467/64.9561/69.3638/62.3236/68.98,94.55%/55/0 days (Across ALL Assets),74.31%/144/0 days (Across ALL Assets)
FRACTAL TRACK,"NZDCAD=X, Long, 2026-01-27 (Price: 0.818)",No Exit Yet,"0.0%, 0 days","76.92%, Past 22 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 0.7858 prior to 2026-01-30,"2026-01-27 (Price: 0.818), 0.0% below",0 days,0.7896,No Information,No Information,No Information,"78.6% (Price: 0.8038), 1.77% above, Upmove Bounce Back","2023-12-31 (Price: 0.7882), 2024-09-30 (Price: 0.8609)",No Information,20.75%/1.64%/9.84%,"3.81%, 24.45%",7.4 years/1 year/3.2 years,2036-08-20/2027-07-02/2030-08-22,0.56%,-0.19%,0.75%,0.44,-0.46,0.8657/0.8985/0.86/0.8902/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,0.79/0.7798/No F-Stack Support/No F-Stack Support/No support/0.817/0.81,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
FRACTAL TRACK,"NVO, Long, 2026-01-27 (Price: 62.715)",No Exit Yet,"0.0%, 0 days","100.0%, Past 44 years, 14","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 43.08 prior to 2026-01-30,"2026-01-27 (Price: 62.715), 0.0% below",0 days,51.61,No Information,No Information,No Information,"78.6% (Price: 43.8439), 43.04% above, Upmove Bounce Back","2016-11-30 (Price: 15.445), 2024-06-30 (Price: 148.15)",No Information,42.36%/20.21%/26.41%,"-0.0%, 47.55%",3.3 years/4 months/1.3 year,2030-10-13/2026-07-19/2027-12-05,10.33%,9.37%,0.96%,1.75,0.5,76.7255/79.278/142.34/139.01/159.2295/190.9685/No EMA 200 Target,47.07/45.4025/55.093/52.1958/47.9075/35.154/58.93,84.44%/45/0 days (Across ALL Assets),76.0%/100/0 days (Across ALL Assets)
DELTADRIFT,"HDFCBANK.NS, Long, 2026-01-27 (Price: 926.4)",No Exit Yet,"0.0%, 0 days","100.0%, Past 15 years, 4","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price  prior to 2026-01-30,"2026-01-27 (Price: 926.4), 0.0% below",0 days,906.0,No Information,No Information,No Information,No Information,No Information,No Information,11.71%/4.83%/8.56%,"0%, 16.27%",2.3 months/28 days/1.7 month,2026-05-06/2026-03-08/2026-04-10,12.02%,10.83%,1.19%,2.91,0.65,1062.4882/1005.6998/1034.09/1009.6/1299.7536/1565.406/978.0,916.1/640.9/762.8018/626.4465/No support/891.107/No EMA 200 Support,94.87%/39/0 days (Across ALL Assets),87.5%/112/0 days (Across ALL Assets)
TRENDPULSE,"GLD, Long, 2026-01-27 (Price: 467.25)",No Exit Yet,"0.0%, 0 days","85.19%, Past 10 years, 27","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 466.78 prior to 2026-01-30,"2026-01-27 (Price: 467.25), 0.0% below",0 days,466.78,No Information,No Information,No Information,No Information,No Information,2.02% above/0.0% below/0.0% below,8.71%/1.73%/6.03%,"3.13%, 23.93%",10.5 months/28 days/3.3 months,2027-04-28/2026-03-08/2026-06-19,4.9%,5.02%,-0.12%,1.33,0.26,497.8081/495.4252/604.39/No Horizontal Resistance/424.4974/624.146/No EMA 200 Target,236.59/150.8/301.1087/224.8487/393.8732/347.5328/344.64,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-01-27 (Price: 103.52)",No Exit Yet,"0.0%, 0 days","92.31%, Past 20 years, 13","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 101.58 prior to 2026-01-30,"2026-01-27 (Price: 103.52), 0.0% below",0 days,101.58,No Information,No Information,No Information,No Information,No Information,6.79% above/0.0% below/0.0% below,24.83%/4.28%/13.54%,"30.99%, 38.87%",2.8 years/6 months/1.2 year,2030-01-24/2026-10-14/2027-10-14,1.95%,4.3%,-2.35%,0.65,0.19,108.9444/117.5366/123.59/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,56.15/62.2517/95.6649/90.1456/92.5303/85.4202/84.51,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"BNS.TO, Long, 2026-01-27 (Price: 103.52)",No Exit Yet,"0.0%, 0 days","100.0%, Past 193 years, 4","Quarterly, will be confirmed as valid at the end of this quarter",Signal Cancelled if Price < 101.58 prior to 2026-03-31,"2026-01-27 (Price: 103.52), 0.0% below",0 days,101.58,No Information,No Information,No Information,No Information,No Information,15.04% above/0.0% below/0.0% below,22.63%/5.06%/9.45%,"0%, 41.59%",5.1 years/1.5 year/4.2 years,2033-05-07/2028-03-19/2032-01-26,6.77%,6.25%,0.52%,1.08,0.33,116.9051/113.3026/111.87/No Horizontal Resistance/105.6031/114.0496/No EMA 200 Target,60.88/62.2517/95.6649/90.1456/92.5303/85.4202/84.51,86.67%/15/0 days (Across ALL Assets),100.0%/1/0 days (Across ALL Assets)
TRENDPULSE,"ACWX, Long, 2026-01-27 (Price: 71.7)",No Exit Yet,"0.0%, 0 days","90.0%, Past 20 years, 10","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 68.01 prior to 2026-01-30,"2026-01-27 (Price: 71.7), 0.0% below",0 days,68.01,No Information,No Information,No Information,No Information,No Information,7.84% above/0.0% below/0.0% below,15.1%/1.97%/6.76%,"10.07%, 26.55%",3.3 years/4.1 months/1.4 year,2030-10-13/2026-07-22/2028-01-25,1.22%,0.78%,0.44%,0.41,-0.09,76.6975/76.5469/84.03/No Horizontal Resistance/69.6679/76.9985/No EMA 200 Target,52.16/45.07/61.9685/No support/63.9523/59.1636/63.18,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"TSM, Long, 2026-01-27 (Price: 338.8)",No Exit Yet,"0.0%, 0 days","100.0%, Past 20 years, 20","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 311.98 prior to 2026-01-30,"2026-01-27 (Price: 338.8), 0.0% below",0 days,311.98,No Information,No Information,No Information,No Information,No Information,11.49% above/0.0% below/0.0% below,62.44%/8.11%/32.4%,"-0.0%, 49.81%",1 year/5 months/8.7 months,2027-07-02/2026-09-01/2027-02-09,9.53%,10.44%,-0.91%,1.24,0.51,454.2969/448.5712/442.6/No Horizontal Resistance/360.6179/384.2031/No EMA 200 Target,166.0/83.575/291.0528/242.5186/282.2665/239.8242/252.08,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-27 (Price: 183033.5938)",No Exit Yet,"0.0%, 0 days","100.0%, Past 10 years, 27","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 178859.0 prior to 2026-01-30,"2026-01-27 (Price: 183033.5938), 0.0% below",0 days,178859.0,No Information,No Information,No Information,No Information,No Information,2.33% above/0.0% below/0.0% below,10.65%/0.93%/5.61%,"-0.0%, 43.39%",1.1 year/28 days/3.4 months,2027-08-23/2026-03-08/2026-06-23,7.52%,4.03%,3.49%,2.1,0.18,191526.3526/193301.7784/210159.35/No Horizontal Resistance/166057.916/178771.431/No EMA 200 Target,132437.0/96132.0/151418.724/142375.45/167699.4073/158275.947/144904.15,95.35%/129/0 days (Across ALL Assets),78.95%/266/0 days (Across ALL Assets)
TRENDPULSE,"^BVSP, Long, 2026-01-27 (Price: 183033.5938)",No Exit Yet,"0.0%, 0 days","88.89%, Past 20 years, 9","Monthly, will be confirmed as valid at the end of this month",Signal Cancelled if Price < 161124.0 prior to 2026-01-30,"2026-01-27 (Price: 183033.5938), 0.0% below",0 days,161124.0,No Information,No Information,No Information,No Information,No Information,15.06% above/0.0% below/0.0% below,14.35%/2.63%/9.45%,"18.7%, 34.07%",3.3 years/8.1 months/1.9 year,2030-10-13/2027-01-13/2028-10-13,6.15%,6.78%,-0.63%,0.48,0.36,202508.3682/200330.2684/226831.55/No Horizontal Resistance/166057.916/178771.431/No EMA 200 Target,120283.0/96132.0/151418.724/142375.45/167699.4073/158275.947/144904.15,92.45%/53/0 days (Across ALL Assets),73.83%/107/0 days (Across ALL Assets)
